gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
3784,3785,1524,0.5637,0.6691,0.7199,0.7988,0,train
3785,3786,1524,0.5750,0.7562,0.1984,0.3125,0,train
3786,3787,1524,0.5848,0.6199,0.5363,0.5746,0,train
3787,3788,1524,0.6000,0.8281,0.4324,0.5113,0,train
3788,3789,1524,0.6125,0.6438,0.5129,0.5902,0,train
3789,3790,1524,0.6129,0.6793,0.6633,0.7367,0,train
3790,3791,1524,0.6297,0.7156,0.6137,0.6676,0,train
3791,3792,1524,0.6461,0.7148,0.5094,0.5828,0,train
3792,3793,1524,0.6840,0.7973,0.5898,0.7711,0,train
3793,3794,1524,0.7102,0.7961,0.5094,0.5984,0,train
3794,3795,1524,0.7227,0.7898,0.7992,0.8914,0,train
3795,3796,1524,0.7246,0.7723,0.8668,0.9535,0,train
3796,3797,1524,0.7586,0.9508,0.1969,0.2891,0,train
3797,3798,1524,0.7879,0.9121,0.6391,0.7984,0,train
3798,3799,1524,0.7957,0.9199,0.5098,0.5918,0,train
3799,3800,1524,0.8109,0.8797,0.4559,0.5098,0,train
3800,3801,1524,0.8148,0.8492,0.1969,0.2156,0,train
3801,3802,1524,0.8148,0.9992,0.2930,0.3820,0,train
3802,3803,1524,0.8277,0.9051,0.8027,0.8613,0,train
3803,3804,1524,0.8297,0.8922,0.3773,0.4242,0,train
3804,3805,1524,0.8367,0.9023,0.4324,0.5098,0,train
3805,3806,1524,0.8562,0.9469,0.8434,0.9770,0,train
3806,3807,1524,0.8863,0.9605,0.4316,0.5168,0,train
3807,3808,1524,0.8891,0.9328,0.2113,0.2465,0,train
3808,3809,1524,0.8930,0.9992,0.6586,0.7930,0,train
3809,3810,1524,0.9027,0.9957,0.7910,0.8777,0,train
3810,3811,1524,0.9152,0.9973,0.4668,0.5457,0,train
3811,3812,1524,0.9496,0.9848,0.2336,0.2820,0,train
3812,3813,1524,0.9535,0.9965,0.3953,0.4469,0,train
3813,3814,1524,0.9742,0.9992,0.2008,0.2430,0,train
3814,3815,1524,0.9824,0.9988,0.2277,0.2613,0,train
3815,3816,1525,0.0000,0.0484,0.4039,0.8586,0,train
3816,3817,1525,0.0020,0.4871,0.0004,0.7684,0,train
3817,3818,1525,0.4633,0.9992,0.1094,0.5859,0,train
3818,3819,1526,0.1547,0.6672,0.4523,0.8586,0,train
3819,3820,1527,0.6266,1.0000,0.0000,0.9984,0,train
3820,3821,1528,0.0711,0.9633,0.1430,0.8789,0,train
3821,3822,1528,0.0664,0.3633,0.1543,0.6723,0,train
3822,3823,1528,0.3633,0.5352,0.2773,0.7398,0,train
3823,3824,1528,0.5355,0.6957,0.2117,0.7461,0,train
3824,3825,1528,0.6957,0.8012,0.4039,0.7461,0,train
3825,3826,1528,0.8004,0.9605,0.3441,0.7434,0,train
3826,3827,1529,0.0152,0.9879,0.0363,0.8855,0,train
3827,3828,1529,0.0152,0.9879,0.0363,0.8855,0,train
3828,3829,1530,0.0613,0.1355,0.5473,0.6480,0,train
3829,3830,1530,0.1187,0.1797,0.5695,0.6992,0,train
3830,3831,1530,0.1844,0.2391,0.5906,0.7172,0,train
3831,3832,1530,0.2508,0.3148,0.5906,0.7078,0,train
3832,3833,1530,0.3250,0.3906,0.5809,0.7176,0,train
3833,3834,1530,0.4008,0.4883,0.5781,0.7375,0,train
3834,3835,1530,0.5070,0.5664,0.5566,0.7512,0,train
3835,3836,1530,0.5836,0.8211,0.4707,0.7793,0,train
3836,3837,1531,0.1512,0.7801,0.1180,0.7586,0,train
3837,3838,1532,0.0863,0.9105,0.0926,0.9027,0,train
3838,3839,1532,0.0000,0.1156,0.6969,0.8469,0,train
3839,3840,1532,0.8316,0.9996,0.4004,0.8652,0,train
3840,3841,1533,0.0000,0.9984,0.0313,0.9984,0,train
3841,3842,1534,0.0578,0.5953,0.0656,0.7969,0,train
3842,3843,1534,0.0578,0.5953,0.0656,0.7969,0,train
3843,3844,1534,0.5031,0.7547,0.2266,0.7844,0,train
3844,3845,1534,0.7203,0.8313,0.2109,0.7406,0,train
3845,3846,1534,0.7641,0.9984,0.2313,0.7484,0,train
3846,3847,1535,0.1133,0.9617,0.0000,0.5000,0,train
3847,3848,1536,0.0020,0.2668,0.0109,0.9641,0,train
3848,3849,1536,0.3961,0.4289,0.6961,0.8852,0,train
3849,3850,1536,0.4289,0.4602,0.6871,0.8879,0,train
3850,3851,1536,0.4672,0.5047,0.6344,0.8922,0,train
3851,3852,1536,0.5031,0.5578,0.5820,0.8570,0,train
3852,3853,1536,0.5652,0.6051,0.5336,0.8773,0,train
3853,3854,1536,0.6062,0.6594,0.4711,0.8602,0,train
3854,3855,1536,0.6813,0.7516,0.4051,0.7684,0,train
3855,3856,1536,0.7516,0.8922,0.2777,0.7723,0,train
3856,3857,1536,0.8895,0.9996,0.1094,0.6891,0,train
3857,3858,1537,0.1734,0.4328,0.2980,0.6832,0,train
3858,3859,1537,0.3656,0.9250,0.2254,0.6496,0,train
3859,3860,1538,0.0000,0.9984,0.2262,0.9832,0,train
3860,3861,1539,0.0000,0.9984,0.0000,0.9984,0,train
3861,3862,1539,0.7762,0.9988,0.5320,0.8414,0,train
3862,3863,1540,0.1297,0.9984,0.2883,0.5523,0,train
3863,3864,1541,0.0000,0.2938,0.4109,0.6453,0,train
3864,3865,1541,0.3547,0.6312,0.4141,0.6469,0,train
3865,3866,1541,0.6719,0.9984,0.4781,0.6500,0,train
3866,3867,1542,0.5109,0.8141,0.4711,0.7148,0,train
3867,3868,1542,0.5109,0.8141,0.4711,0.7148,0,train
3868,3869,1542,0.1562,0.3719,0.3512,0.7254,0,train
3869,3870,1542,0.3789,0.5055,0.5219,0.6984,0,train
3870,3871,1543,0.5367,0.6648,0.3234,0.6312,0,train
3871,3872,1543,0.6594,0.8531,0.4969,0.6547,0,train
3872,3873,1543,0.8191,0.9871,0.5148,0.6602,0,train
3873,3874,1543,0.9668,0.9988,0.5273,0.5992,0,train
3874,3875,1544,0.0453,1.0000,0.1262,0.8035,0,train
3875,3876,1544,0.0453,1.0000,0.1262,0.8035,0,train
3876,3877,1544,0.2105,0.6363,0.2555,0.5305,0,train
3877,3878,1545,0.0000,0.9984,0.1594,0.9984,0,train
3878,3879,1546,0.0000,0.2891,0.0000,0.7672,0,train
3879,3880,1546,0.3934,0.6973,0.2945,0.5570,0,train
3880,3881,1547,0.2797,0.4688,0.4629,0.5996,0,train
3881,3882,1547,0.2953,0.4656,0.5699,0.6895,0,train
3882,3883,1547,0.4734,0.6937,0.1703,0.3375,0,train
3883,3884,1547,0.5531,0.8547,0.4930,0.7445,0,train
3884,3885,1547,0.5578,0.8594,0.2254,0.4074,0,train
3885,3886,1548,0.0090,0.9254,0.0211,0.8742,0,train
3886,3887,1548,0.0090,0.9254,0.0211,0.8742,0,train
3887,3888,1549,0.0070,0.2555,0.2629,0.6215,0,train
3888,3889,1549,0.1965,0.9988,0.6961,0.9742,0,train
3889,3890,1549,0.4195,0.9992,0.1328,0.2797,0,train
3890,3891,1549,0.4457,0.9996,0.0484,0.4984,0,train
3891,3892,1549,0.5012,0.8941,0.2914,0.5086,0,train
3892,3893,1550,0.0000,0.9984,0.0000,0.7172,0,train
3893,3894,1551,0.0000,0.4703,0.1520,0.5168,0,train
3894,3895,1551,0.4711,0.6305,0.4152,0.5816,0,train
3895,3896,1552,0.0230,0.9723,0.1867,0.7414,0,train
3896,3897,1553,0.0043,0.1645,0.4672,0.6984,0,train
3897,3898,1553,0.1457,0.3340,0.5348,0.6668,0,train
3898,3899,1553,0.2602,0.8992,0.4328,0.7141,0,train
3899,3900,1553,0.6871,0.9988,0.4527,0.6770,0,train
3900,3901,1554,0.0379,0.9121,0.0660,0.8715,0,train
3901,3902,1555,0.0078,0.1562,0.3902,0.5191,0,train
3902,3903,1556,0.2359,0.4359,0.0027,0.2004,0,train
3903,3904,1556,0.5359,0.8109,0.1953,0.5156,0,train
3904,3905,1557,0.1160,0.2090,0.7695,0.8633,0,train
3905,3906,1557,0.1867,0.2727,0.7941,0.9043,0,train
3906,3907,1557,0.2492,0.3648,0.7703,0.9078,0,train
3907,3908,1557,0.4227,0.5336,0.4813,0.5563,0,train
3908,3909,1557,0.5980,0.6566,0.4633,0.5273,0,train
3909,3910,1557,0.8289,0.8977,0.4160,0.4793,0,train
3910,3911,1557,0.9094,0.9750,0.4191,0.4809,0,train
3911,3912,1558,0.5516,0.8297,0.3207,0.6418,0,train
3912,3913,1558,0.5516,0.8297,0.3207,0.6418,0,train
3913,3914,1558,0.0977,0.1570,0.5906,0.6375,0,train
3914,3915,1558,0.8152,0.9285,0.4934,0.6004,0,train
3915,3916,1559,0.0031,0.6547,0.2332,0.6965,0,train
3916,3917,1559,0.6340,0.7785,0.4188,0.6516,0,train
3917,3918,1559,0.7395,0.9309,0.4383,0.6508,0,train
3918,3919,1560,0.0344,0.4422,0.0000,0.8953,0,train
3919,3920,1560,0.6687,1.0000,0.1727,0.7289,0,train
3920,3921,1561,0.0840,0.8770,0.3820,0.6570,0,train
3921,3922,1562,0.0000,0.9984,0.0000,0.9891,0,train
3922,3923,1562,0.4188,0.6906,0.2301,0.6152,0,train
3923,3924,1563,0.0152,0.9520,0.0516,0.9500,0,train
3924,3925,1563,0.8617,0.9992,0.5297,0.8656,0,train
3925,3926,1564,0.0004,0.0902,0.5930,0.6570,0,train
3926,3927,1564,0.0875,0.9437,0.0539,0.7336,0,train
3927,3928,1564,0.9230,0.9551,0.6309,0.6598,0,train
3928,3929,1565,0.0180,0.5117,0.0062,0.7656,0,train
3929,3930,1565,0.4684,0.9848,0.1492,0.7523,0,train
3930,3931,1566,0.1328,0.6687,0.3738,0.8934,0,train
3931,3932,1567,0.0000,0.9984,0.0328,0.9000,0,train
3932,3933,1568,0.3195,0.5727,0.0551,0.8527,0,train
3933,3934,1569,0.0000,0.8625,0.1453,0.8969,0,train
3934,3935,1569,0.9328,0.9969,0.6504,0.9137,0,train
3935,3936,1570,0.0000,0.4062,0.0000,0.9984,0,train
3936,3937,1571,0.2629,0.3262,0.4828,0.5828,0,train
3937,3938,1571,0.3250,0.4437,0.3645,0.5855,0,train
3938,3939,1571,0.3695,0.8883,0.2680,0.6648,0,train
3939,3940,1571,0.8836,0.9695,0.4062,0.5141,0,train
3940,3941,1572,0.0000,0.9984,0.0000,0.8141,0,train
3941,3942,1573,0.0891,0.6578,0.2996,0.7816,0,train
3942,3943,1573,0.9445,0.9992,0.2082,0.6746,0,train
3943,3944,1574,0.2770,0.9902,0.0484,1.0000,0,train
3944,3945,1574,0.2770,0.9902,0.0484,1.0000,0,train
3945,3946,1574,0.0000,0.3547,0.9066,0.9996,0,train
3946,3947,1575,0.6762,0.9926,0.2988,0.5762,0,train
3947,3948,1575,0.1012,0.1941,0.3598,0.5652,0,train
3948,3949,1575,0.2406,0.4094,0.3902,0.6020,0,train
3949,3950,1575,0.5066,0.6793,0.3531,0.5687,0,train
3950,3951,1575,0.6711,0.7180,0.4480,0.5879,0,train
3951,3952,1576,0.2375,0.7812,0.2703,0.7016,0,train
3952,3953,1577,0.0566,0.7762,0.0184,0.7988,0,train
3953,3954,1577,0.0566,0.7762,0.0184,0.7988,0,train
3954,3955,1577,0.0000,0.0500,0.3484,0.7031,0,train
3955,3956,1578,0.0000,0.0328,0.0000,0.3328,0,train
3956,3957,1578,0.0289,0.0617,0.0000,0.3672,0,train
3957,3958,1578,0.0535,0.0809,0.0000,0.3547,0,train
3958,3959,1578,0.0773,0.9992,0.0004,0.9980,0,train
3959,3960,1578,0.0789,0.3570,0.0004,0.5543,0,train
3960,3961,1578,0.3578,0.4313,0.0000,0.3250,0,train
3961,3962,1578,0.4793,0.5270,0.0000,0.1359,0,train
3962,3963,1578,0.5258,0.5789,0.0000,0.2625,0,train
3963,3964,1578,0.5711,0.6227,0.0004,0.2824,0,train
3964,3965,1578,0.6234,0.6984,0.0141,0.4344,0,train
3965,3966,1578,0.6879,0.7230,0.1203,0.4203,0,train
3966,3967,1578,0.7199,0.7426,0.1863,0.3715,0,train
3967,3968,1578,0.7219,0.7906,0.1320,0.2523,0,train
3968,3969,1578,0.7367,0.7758,0.1871,0.3645,0,train
3969,3970,1578,0.7680,0.9102,0.0930,0.4398,0,train
3970,3971,1578,0.7766,0.7922,0.2598,0.3168,0,train
3971,3972,1578,0.8840,0.9223,0.1352,0.2258,0,train
3972,3973,1578,0.9227,0.9742,0.1316,0.2496,0,train
3973,3974,1578,0.9586,0.9992,0.0918,0.2098,0,train
3974,3975,1579,0.0000,0.9969,0.0000,0.9984,0,train
3975,3976,1580,0.0000,0.9984,0.0000,0.7281,0,train
3976,3977,1581,0.0008,0.1695,0.5875,0.8828,0,train
3977,3978,1581,0.0883,0.9914,0.5078,0.9938,0,train
3978,3979,1581,0.4289,0.8648,0.6840,0.9379,0,train
3979,3980,1581,0.5395,0.9965,0.2434,0.5723,0,train
3980,3981,1582,0.0000,0.6906,0.0000,0.5484,0,train
3981,3982,1582,0.6969,0.8234,0.3094,0.4797,0,train
3982,3983,1583,0.2812,0.4453,0.3023,0.5602,0,train
3983,3984,1583,0.3453,0.6516,0.3059,0.5691,0,train
3984,3985,1583,0.7648,0.9930,0.2078,0.5969,0,train
3985,3986,1584,0.0000,0.1031,0.4738,0.8684,0,train
3986,3987,1584,0.0906,0.9531,0.1203,0.8922,0,train
3987,3988,1584,0.9285,0.9996,0.5816,0.7746,0,train
3988,3989,1585,0.0004,0.1105,0.5410,0.7965,0,train
3989,3990,1585,0.0555,0.8789,0.2066,0.8684,0,train
3990,3991,1585,0.8473,0.9996,0.3645,0.7527,0,train
3991,3992,1586,0.0008,0.1492,0.2047,0.4875,0,train
3992,3993,1586,0.2555,0.3945,0.3059,0.5754,0,train
3993,3994,1586,0.4047,0.5422,0.3746,0.5473,0,train
3994,3995,1586,0.5418,0.6551,0.3582,0.5137,0,train
3995,3996,1587,0.0000,0.9969,0.1516,0.9984,0,train
3996,3997,1588,0.0422,0.9781,0.0250,0.9250,0,train
3997,3998,1589,0.0004,0.3621,0.1121,0.6316,0,train
3998,3999,1589,0.3039,0.4633,0.3855,0.5020,0,train
3999,4000,1589,0.4324,0.5754,0.3738,0.4949,0,train
4000,4001,1589,0.5133,0.9992,0.1945,0.4914,0,train
4001,4002,1590,0.5000,0.7672,0.0000,0.9391,0,train
4002,4003,1590,0.7641,0.9984,0.0000,0.8234,0,train
4003,4004,1591,0.0469,1.0000,0.0707,0.9574,0,train
4004,4005,1592,0.0676,0.3324,0.4598,0.6871,0,train
4005,4006,1592,0.3410,0.9043,0.2504,0.8730,0,train
4006,4007,1592,0.8953,0.9984,0.3863,0.7309,0,train
4007,4008,1593,0.0000,0.0234,0.4301,0.7168,0,train
4008,4009,1593,0.0594,0.0875,0.5199,0.6488,0,train
4009,4010,1593,0.0863,0.9996,0.2254,0.7918,0,train
4010,4011,1593,0.8809,0.9910,0.5773,0.6461,0,train
4011,4012,1594,0.3141,0.7188,0.0707,0.8168,0,train
4012,4013,1595,0.0617,0.3477,0.4840,0.5816,0,train
4013,4014,1595,0.3145,0.4402,0.5102,0.5492,0,train
4014,4015,1595,0.3969,0.7562,0.3348,0.5652,0,train
4015,4016,1595,0.7879,0.8230,0.5465,0.5785,0,train
4016,4017,1595,0.8121,0.9113,0.5023,0.5273,0,train
4017,4018,1595,0.8566,0.9996,0.5066,0.5840,0,train
4018,4019,1596,0.0000,0.2547,0.0000,0.8187,0,train
4019,4020,1596,0.2234,0.5172,0.3344,0.7016,0,train
4020,4021,1596,0.3906,0.5703,0.3777,0.6801,0,train
4021,4022,1596,0.5465,0.9988,0.0027,0.9988,0,train
4022,4023,1597,0.0000,0.9656,0.1207,0.9996,0,train
4023,4024,1598,0.0016,0.9984,0.0000,0.9984,0,train
4024,4025,1598,0.0027,0.2254,0.0000,0.9984,0,train
4025,4026,1599,0.1547,0.6797,0.3500,0.8656,0,train
4026,4027,1600,0.2355,0.9348,0.3582,0.8840,0,train
4027,4028,1600,0.2355,0.9348,0.3582,0.8840,0,train
4028,4029,1601,0.0004,0.2465,0.3676,0.5449,0,train
4029,4030,1601,0.2766,0.3250,0.4449,0.4973,0,train
4030,4031,1601,0.4437,0.5469,0.4375,0.5000,0,train
4031,4032,1601,0.6285,0.6980,0.4523,0.5148,0,train
4032,4033,1601,0.6953,0.7641,0.4727,0.5305,0,train
4033,4034,1602,0.0000,0.3453,0.1965,0.7816,0,train
4034,4035,1602,0.3687,0.6484,0.5000,0.7719,0,train
4035,4036,1602,0.6723,0.9996,0.1516,0.9969,0,train
4036,4037,1603,0.0000,0.3500,0.0734,0.5406,0,train
4037,4038,1603,0.3656,0.8000,0.0914,0.6898,0,train
4038,4039,1604,0.0000,0.9984,0.0000,0.9984,0,train
4039,4040,1605,0.0004,0.1840,0.2562,0.7016,0,train
4040,4041,1606,0.0000,0.9984,0.0000,0.9984,0,train
4041,4042,1607,0.2586,0.9023,0.0820,0.9008,0,train
4042,4043,1608,0.0000,0.0844,0.4672,0.6297,0,train
4043,4044,1608,0.0805,0.2023,0.4043,0.6504,0,train
4044,4045,1608,0.1836,0.3195,0.4148,0.6461,0,train
4045,4046,1608,0.3680,0.4117,0.3695,0.6023,0,train
4046,4047,1608,0.4105,0.4457,0.2859,0.5875,0,train
4047,4048,1608,0.4379,0.4699,0.1848,0.5715,0,train
4048,4049,1608,0.4621,0.5004,0.1930,0.5852,0,train
4049,4050,1608,0.4871,0.8113,0.0406,0.6188,0,train
4050,4051,1608,0.5000,0.7922,0.1488,0.6309,0,train
4051,4052,1608,0.5281,0.7844,0.1926,0.6887,0,train
4052,4053,1608,0.7293,0.9988,0.1098,0.6996,0,train
4053,4054,1609,0.5789,0.7523,0.5691,0.7605,0,train
4054,4055,1609,0.0000,0.2047,0.5582,0.8355,0,train
4055,4056,1609,0.7988,0.9996,0.4715,0.7910,0,train
4056,4057,1610,0.0543,0.9988,0.0320,0.9320,0,train
4057,4058,1611,0.0551,0.9887,0.1117,0.8164,0,train
4058,4059,1612,0.0000,0.9984,0.1422,0.9984,0,train
4059,4060,1613,0.1582,0.9996,0.0387,0.8738,0,train
4060,4061,1613,0.0000,0.2672,0.3687,0.6484,0,train
4061,4062,1614,0.0004,0.9965,0.4133,0.9992,0,train
4062,4063,1615,0.0000,0.7234,0.1246,0.8082,0,train
4063,4064,1616,0.3004,0.8152,0.5172,0.7750,0,train
4064,4065,1616,0.3004,0.8152,0.5172,0.7750,0,train
4065,4066,1617,0.1723,0.8246,0.1855,0.8504,0,train
4066,4067,1618,0.1883,0.5555,0.5531,0.7656,0,train
4067,4068,1619,0.0000,0.2562,0.4391,0.6344,0,train
4068,4069,1620,0.0477,0.2977,0.2574,0.7238,0,train
4069,4070,1620,0.2977,0.5602,0.2828,0.6906,0,train
4070,4071,1620,0.5867,0.9258,0.2191,0.7855,0,train
4071,4072,1620,0.8719,1.0000,0.3398,0.8414,0,train
4072,4073,1621,0.0934,0.9457,0.1562,0.7438,0,train
4073,4074,1621,0.0004,0.1371,0.3520,0.6527,0,train
4074,4075,1622,0.0035,0.2387,0.3047,0.7891,0,train
4075,4076,1622,0.0000,0.2062,0.7891,0.9391,0,train
4076,4077,1622,0.2008,0.2383,0.5016,0.5266,0,train
4077,4078,1622,0.2051,0.3027,0.6453,0.7469,0,train
4078,4079,1622,0.2051,0.4621,0.7313,0.9281,0,train
4079,4080,1622,0.2305,0.2648,0.4676,0.5277,0,train
4080,4081,1622,0.2445,0.3977,0.5414,0.6836,0,train
4081,4082,1622,0.2512,0.2941,0.4977,0.5305,0,train
4082,4083,1622,0.2668,0.3098,0.4770,0.4980,0,train
4083,4084,1622,0.2969,0.3156,0.4934,0.5270,0,train
4084,4085,1622,0.3000,0.3391,0.4793,0.4988,0,train
4085,4086,1622,0.3047,0.4234,0.6668,0.7238,0,train
4086,4087,1622,0.3145,0.3496,0.4918,0.5363,0,train
4087,4088,1622,0.3203,0.3484,0.4586,0.4805,0,train
4088,4089,1622,0.3312,0.4125,0.4984,0.5531,0,train
4089,4090,1622,0.3414,0.3758,0.4410,0.4777,0,train
4090,4091,1622,0.3504,0.3777,0.4824,0.5098,0,train
4091,4092,1622,0.3664,0.5273,0.7188,0.8516,0,train
4092,4093,1622,0.3812,0.4062,0.4395,0.4762,0,train
4093,4094,1622,0.3840,0.4473,0.4824,0.5020,0,train
4094,4095,1622,0.3922,0.5406,0.5043,0.6582,0,train
4095,4096,1622,0.4035,0.4152,0.4371,0.4707,0,train
4096,4097,1622,0.4141,0.4328,0.4313,0.4625,0,train
4097,4098,1622,0.4219,0.4609,0.4582,0.4793,0,train
4098,4099,1622,0.4320,0.4570,0.4328,0.4500,0,train
4099,4100,1622,0.4387,0.4691,0.4734,0.4984,0,train
4100,4101,1622,0.4387,0.5598,0.6230,0.7113,0,train
4101,4102,1622,0.4484,0.4750,0.4484,0.4703,0,train
4102,4103,1622,0.4578,0.4828,0.4289,0.4445,0,train
4103,4104,1622,0.4676,0.5465,0.4777,0.5270,0,train
4104,4105,1622,0.4719,0.5062,0.4418,0.4676,0,train
4105,4106,1622,0.4871,0.5176,0.4211,0.4430,0,train
4106,4107,1622,0.5164,0.5398,0.4176,0.4387,0,train
4107,4108,1622,0.5238,0.5559,0.4430,0.4758,0,train
4108,4109,1622,0.5355,0.6363,0.5066,0.6355,0,train
4109,4110,1622,0.5355,0.6645,0.6387,0.8551,0,train
4110,4111,1622,0.5395,0.5559,0.4109,0.4328,0,train
4111,4112,1622,0.5539,0.9992,0.7918,0.9988,0,train
4112,4113,1622,0.5609,0.5797,0.4016,0.4266,0,train
4113,4114,1622,0.5609,0.5844,0.4262,0.4520,0,train
4114,4115,1622,0.5625,0.6344,0.5805,0.6211,0,train
4115,4116,1622,0.5691,0.6199,0.4805,0.5055,0,train
4116,4117,1622,0.5734,0.6078,0.4641,0.4891,0,train
4117,4118,1622,0.5770,0.5965,0.4238,0.4434,0,train
4118,4119,1622,0.5824,0.6145,0.4367,0.4758,0,train
4119,4120,1622,0.5938,0.6281,0.4004,0.4293,0,train
4120,4121,1622,0.6047,0.6422,0.4309,0.4582,0,train
4121,4122,1622,0.6188,0.6344,0.4496,0.5066,0,train
4122,4123,1622,0.6254,0.6449,0.3949,0.4160,0,train
4123,4124,1622,0.6348,0.7277,0.6672,0.8391,0,train
4124,4125,1622,0.6359,0.8984,0.4625,0.6500,0,train
4125,4126,1622,0.6395,0.7637,0.3883,0.4898,0,train
4126,4127,1622,0.6570,0.6805,0.3316,0.3527,0,train
4127,4128,1622,0.6687,0.9953,0.7262,0.8535,0,train
4128,4129,1622,0.6801,0.6918,0.3352,0.3523,0,train
4129,4130,1622,0.7594,0.8000,0.3910,0.4184,0,train
4130,4131,1622,0.7637,0.9473,0.6953,0.7437,0,train
4131,4132,1622,0.8270,0.8746,0.3926,0.4355,0,train
4132,4133,1622,0.8324,0.9895,0.6512,0.7582,0,train
4133,4134,1622,0.8492,0.9367,0.4555,0.5086,0,train
4134,4135,1622,0.8594,0.9422,0.4949,0.5551,0,train
4135,4136,1622,0.8820,0.9102,0.4086,0.4539,0,train
4136,4137,1622,0.8879,0.9496,0.5582,0.6465,0,train
4137,4138,1622,0.9066,0.9340,0.3992,0.4523,0,train
4138,4139,1622,0.9074,0.9895,0.6246,0.6738,0,train
4139,4140,1622,0.9359,0.9766,0.4379,0.4965,0,train
4140,4141,1622,0.9504,0.9824,0.5086,0.6195,0,train
4141,4142,1623,0.2711,0.6633,0.5914,0.9836,0,train
4142,4143,1623,0.7086,0.9977,0.7188,0.9953,0,train
4143,4144,1624,0.1578,0.7234,0.2516,0.7734,0,train
4144,4145,1625,0.2332,0.7230,0.5031,0.7969,0,train
4145,4146,1626,0.4125,0.8406,0.1406,0.6813,0,train
4146,4147,1627,0.0000,0.4859,0.0000,0.7797,0,train
4147,4148,1628,0.5211,0.6742,0.3148,0.4945,0,train
4148,4149,1629,0.8133,0.9914,0.6516,0.9328,0,train
4149,4150,1629,0.0000,0.1156,0.6996,0.9910,0,train
4150,4151,1629,0.0008,0.2836,0.5984,0.8094,0,train
4151,4152,1629,0.1152,0.2566,0.7578,0.9453,0,train
4152,4153,1629,0.2316,0.4199,0.7020,0.8559,0,train
4153,4154,1629,0.2453,0.3516,0.5340,0.6879,0,train
4154,4155,1629,0.2578,0.4266,0.8617,0.9992,0,train
4155,4156,1629,0.2996,0.3941,0.7070,0.8945,0,train
4156,4157,1629,0.3969,0.6156,0.4816,0.7059,0,train
4157,4158,1629,0.4375,0.5016,0.7270,0.9012,0,train
4158,4159,1629,0.5535,0.7605,0.6652,0.9379,0,train
4159,4160,1629,0.6105,0.8020,0.5711,0.6867,0,train
4160,4161,1629,0.6281,0.7281,0.4062,0.5687,0,train
4161,4162,1629,0.6922,0.8422,0.8617,0.9992,0,train
4162,4163,1629,0.7562,0.9031,0.2562,0.6937,0,train
4163,4164,1629,0.8645,0.9277,0.3754,0.4980,0,train
4164,4165,1629,0.8641,0.9984,0.5023,0.6445,0,train
4165,4166,1629,0.9270,0.9730,0.3902,0.4910,0,train
4166,4167,1630,0.0000,0.9953,0.0000,0.4375,0,train
4167,4168,1631,0.4063,0.8734,0.0000,0.5172,0,train
4168,4169,1631,0.3328,0.4094,0.2488,0.3559,0,train
4169,4170,1632,0.0770,0.9684,0.1402,0.8645,0,train
4170,4171,1633,0.4008,0.7492,0.2105,0.3645,0,train
4171,4172,1634,0.0000,0.1406,0.2250,0.8266,0,train
4172,4173,1634,0.3687,0.8672,0.2188,0.8641,0,train
4173,4174,1634,0.8844,0.9984,0.1375,0.8266,0,train
4174,4175,1635,0.0000,1.0000,0.0004,0.8855,0,train
4175,4176,1636,0.3086,0.6586,0.1621,0.7379,0,train
4176,4177,1636,0.0000,0.9594,0.0187,0.8313,0,train
4177,4178,1637,0.5727,0.6477,0.5699,0.6738,0,train
4178,4179,1637,0.6117,0.7867,0.5586,0.7477,0,train
4179,4180,1638,0.1020,0.9996,0.2406,0.8281,0,train
4180,4181,1639,0.2523,0.6992,0.4211,0.7508,0,train
4181,4182,1639,0.0000,0.1125,0.4730,0.7191,0,train
4182,4183,1639,0.9156,1.0000,0.4543,0.6691,0,train
4183,4184,1640,0.7684,0.9988,0.2379,0.4746,0,train
4184,4185,1641,0.0000,0.2578,0.0203,0.8203,0,train
4185,4186,1641,0.2230,0.8066,0.0137,0.8113,0,train
4186,4187,1641,0.7633,0.9992,0.2797,0.6672,0,train
4187,4188,1642,0.0000,0.7922,0.1668,0.9160,0,train
4188,4189,1642,0.7766,0.9984,0.3383,0.9039,0,train
4189,4190,1643,0.0000,0.9984,0.0000,0.5344,0,train
4190,4191,1644,0.0000,0.6656,0.2988,0.6824,0,train
4191,4192,1644,0.8039,0.9398,0.3512,0.5379,0,train
4192,4193,1645,0.1781,0.5344,0.2543,0.4285,0,train
4193,4194,1645,0.0000,0.0750,0.3180,0.7242,0,train
4194,4195,1645,0.4766,0.5641,0.3793,0.5145,0,train
4195,4196,1645,0.5656,0.6500,0.3930,0.5008,0,train
4196,4197,1645,0.6496,0.7160,0.3984,0.5016,0,train
4197,4198,1645,0.7164,0.7773,0.4109,0.5047,0,train
4198,4199,1646,0.0000,0.2313,0.2824,0.5895,0,train
4199,4200,1647,0.0000,0.9984,0.0000,0.9984,0,train
4200,4201,1648,0.0180,0.2305,0.5133,0.7648,0,train
4201,4202,1648,0.2238,0.3918,0.3691,0.8559,0,train
4202,4203,1648,0.3477,0.6742,0.3484,0.9187,0,train
4203,4204,1648,0.6586,0.7461,0.4699,0.8582,0,train
4204,4205,1648,0.7469,0.8297,0.4988,0.8480,0,train
4205,4206,1648,0.7957,0.9996,0.0000,0.9156,0,train
4206,4207,1648,0.8301,0.9012,0.5621,0.8566,0,train
